DATE,MONTH,cloud_cover,global_radiation,precipitation,sunshine,temp_mean,temp_min,temp_max,humidity,humidity_class
20050103,1,8,0.58,1.5,0,-14.5,-17.5,-11.4,0.98,High
20050104,1,3,0.92,0,7.4,-11.6,-15.4,-7.8,0.6,Low
20050105,1,2,0.86,0.02,7,-7.8,-8.9,-6.7,0.48,Low
20050106,1,7,0.44,1.38,0,-9.6,-11.7,-7.4,0.99,High
20050107,1,2,0.88,0,7,-7.7,-12.4,-3,0.58,Low
20050108,1,0,0.96,0,8.9,-1.9,-3.8,0,0.27,Low
20050109,1,5,0.7,0,4.6,-3.8,-6.6,-1,0.59,Low
20050110,1,2,0.9,0,8.7,-3.2,-6.8,0.5,0.55,Low
20050111,1,2,0.98,0,8.9,-4.1,-6.6,-1.6,0.69,Low
20050112,1,1,0.98,0,8.7,-6.1,-7.2,-5,0.34,Low
20050113,1,6,0.75,0.27,2.7,-9.9,-13.4,-6.4,0.98,High
20050114,1,3,1.05,0,8.3,-15.1,-17,-13.2,0.65,Low
20050115,1,1,1.06,0,8.7,-12.9,-16.1,-9.7,0.18,Low
20050116,1,1,1.05,0,9,-8.8,-10.2,-7.3,0.29,Low
20050117,1,0,1.07,0,9,-6.9,-8,-5.7,0.34,Low
20050118,1,5,0.8,0.49,3.6,-10.2,-13.2,-7.1,0.62,Low
20050119,1,8,0.6,0.53,0,-15.2,-18.7,-11.7,0.98,High
20050120,1,8,0.37,3.02,0,-13.2,-18.3,-8,0.93,Mid
20050121,1,8,0.41,3.95,0,-11.8,-17,-6.6,0.95,Mid
20050122,1,8,0.46,1.39,0,-17.5,-18.7,-16.3,0.95,Mid
20050123,1,4,1.07,0.07,8.7,-18.6,-19.9,-17.2,0.79,Low
20050124,1,8,0.61,0.44,0,-21.4,-23.4,-19.4,0.94,Mid
20050125,1,8,0.74,0.33,0,-24,-25,-23,0.95,Mid
20050126,1,8,0.53,0.39,0,-25.6,-26.4,-24.7,0.93,Mid
20050127,1,6,0.64,0.05,0.3,-24.1,-26.2,-22,0.79,Low
20050128,1,6,1,0,3.3,-23.2,-25.9,-20.4,0.8,Low
20050129,1,4,1.05,0,2.9,-22.7,-26,-19.4,0.98,High
20050130,1,0,1.27,0.48,9,-20.1,-21.7,-18.4,0.58,Low
20050131,1,6,0.82,1.82,2.4,-14.6,-18.9,-10.2,0.94,Mid
20050201,2,8,0.58,1.52,0,-15.4,-20.4,-10.3,0.99,High
20050202,2,8,0.61,2.4,0,-18.2,-20.3,-16.1,0.98,High
20050203,2,8,0.77,1.52,0,-15.8,-16.5,-15,1,High
20050204,2,6,1.23,0.09,4.7,-16,-17.2,-14.8,0.96,Mid
20050205,2,0,1.46,0,10,-16.8,-18.3,-15.2,0.45,Low
20050206,2,1,1.47,0,9.8,-15.8,-17.6,-14,0.75,Low
20050207,2,1,1.48,0,9.9,-14.1,-14.9,-13.2,0.76,Low
20050208,2,1,1.48,0,9.6,-14.6,-15.4,-13.8,0.83,Low
20050209,2,7,1.05,0,0,-14.9,-16.1,-13.6,1,High
20050210,2,6,1.28,0.45,5.4,-13.7,-15.6,-11.8,0.9,Mid
20050211,2,8,1.14,1.66,0,-9.6,-12.4,-6.8,1,High
20050212,2,8,0.79,2.2,0,-6.3,-8.6,-3.9,1,High
20050213,2,8,1,1.51,0,-10.9,-16.7,-5.1,1,High
20050214,2,8,0.76,0.78,0,-18,-20.1,-15.9,1,High
20050215,2,8,1,0.25,0,-19.9,-21.4,-18.4,0.99,High
20050216,2,8,1,0.11,0,-21.5,-22.4,-20.5,1,High
20050217,2,5,1.42,0,5.7,-18.6,-21.7,-15.5,0.91,Mid
20050218,2,3,1.72,0,10.3,-16.7,-19.6,-13.8,0.88,Mid
20050219,2,5,1.59,0,5.8,-14.1,-15.4,-12.7,0.96,Mid
20050220,2,6,1.46,0.38,2.1,-17.1,-19,-15.2,0.98,High
20050221,2,8,1.23,0.16,0.2,-16.9,-19.1,-14.6,0.99,High
20050222,2,8,1.19,0,0,-17.7,-18.7,-16.6,0.97,High
20050223,2,7,1.56,0,0,-17.1,-19.4,-14.8,0.97,High
20050224,2,5,1.63,0,3.7,-17.6,-19.2,-15.9,0.9,Mid
20050225,2,6,1.59,0,2,-17,-19,-15,0.96,Mid
20050226,2,5,1.98,0.04,8.9,-18.1,-20,-16.1,0.95,Mid
20050227,2,8,1.25,0.12,0,-22.1,-24.5,-19.7,0.93,Mid
20050228,2,6,1.36,0,1.3,-26.6,-30.3,-22.8,0.9,Mid
20050301,3,1,2.1,0,11.1,-25.2,-30,-20.4,0.84,Low
20050302,3,1,2.13,0,11.1,-18.7,-21.5,-15.8,0.77,Low
20050303,3,7,1.49,0.65,3.7,-17.1,-18.9,-15.2,0.85,Low
20050304,3,8,1.83,0.16,0.8,-16.8,-18.2,-15.4,0.95,Mid
20050305,3,4,2.03,0.25,8.8,-18.6,-21.5,-15.6,0.9,Mid
20050306,3,8,1.39,0.6,0,-21.7,-23.6,-19.7,0.95,Mid
20050307,3,6,1.86,0.41,4.7,-24.4,-26,-22.7,0.94,Mid
20050308,3,8,1.64,0.8,0.8,-19.8,-23.3,-16.3,0.96,Mid
20050309,3,6,1.29,1.8,0,-16.3,-17.5,-15,0.96,Mid
20050310,3,4,1.77,0.58,4.8,-17.9,-18.9,-16.9,0.92,Mid
20050311,3,3,2.26,0,9.9,-14.4,-17.7,-11.1,0.47,Low
20050312,3,6,1.86,0.57,5.6,-12.8,-14.8,-10.8,0.82,Low
20050313,3,3,2.29,0.11,0,-16.9,-19.1,-14.6,0.86,Low
20050314,3,4,2.09,0,0,-11.2,-15.7,-6.6,0.42,Low
20050315,3,2,2.34,0,9.2,-8.3,-10.5,-6.1,0.68,Low
20050316,3,1,2.37,0,10.4,-4.9,-7.8,-2,0.48,Low
20050317,3,2,2.47,0,11.6,-3,-4.3,-1.7,0.53,Low
20050318,3,3,2.19,0.21,8.5,-4.5,-5.9,-3,0.78,Low
20050319,3,8,1.27,1.97,0,-4.2,-5.8,-2.5,1,High
20050320,3,6,2.26,0,7.1,-4.7,-5.5,-3.8,0.85,Low
20050321,3,3,2.63,0,11.9,-4.9,-5.9,-3.8,0.56,Low
20050322,3,4,2.58,0,10,-1.3,-4.8,2.2,0.19,Low
20050323,3,7,1.85,0,5,-1.5,-3.7,0.7,0.71,Low
20050324,3,4,2.55,0.02,10.7,-2.5,-4.3,-0.7,0.77,Low
20050325,3,8,1.47,0.28,0,-4.1,-5.7,-2.5,0.99,High
20050326,3,6,1.83,0,5.9,-4.7,-7.5,-1.9,0.76,Low
20050327,3,5,2.6,0.03,10.6,-4.9,-7.1,-2.7,0.82,Low
20050328,3,8,1.43,0.02,1.4,-5.9,-8.5,-3.3,1,High
20050329,3,5,1.72,0,3.6,-5.3,-7.9,-2.7,0.93,Mid
20050330,3,8,1.52,0.77,0,-4,-6.9,-1.1,0.99,High
20050331,3,8,1.78,1.04,0,-6.3,-8,-4.5,0.98,High
20050401,4,1,2.89,0,12.7,-10.4,-13.1,-7.7,0.89,Mid
20050402,4,1,3.05,0,12.8,-8.7,-11.4,-6,0.54,Low
20050403,4,2,2.97,0,12.6,-6.9,-9.8,-4,0.49,Low
20050404,4,1,2.94,0,12.5,-6.6,-8.6,-4.5,0.63,Low
20050405,4,6,1.81,0.05,1.6,-6.4,-8.7,-4,0.88,Mid
20050406,4,4,1.97,0,0,-6.3,-8.8,-3.8,0.67,Low
20050407,4,7,2.07,0.02,8.9,-4.4,-6.4,-2.4,0.87,Mid
20050408,4,8,1.35,1.24,0,-6,-7.5,-4.5,0.99,High
20050409,4,8,1.39,1.35,0,-8.4,-11.5,-5.3,1,High
20050410,4,7,2.02,0.43,0,-12.9,-14.5,-11.2,0.97,High
20050411,4,8,2.1,0.23,0,-9.7,-15.7,-3.7,0.99,High
20050412,4,6,2,0.44,0.4,-4.5,-6.8,-2.2,0.99,High
20050413,4,8,2.36,0.13,0,-5.4,-7.2,-3.5,0.98,High
20050414,4,6,2.21,0,4.7,-4.4,-7,-1.7,0.97,High
20050415,4,5,2.13,0,1.8,-4.6,-6,-3.2,0.95,Mid
20050416,4,7,1.9,0.78,1.7,-6.1,-7.7,-4.5,0.96,Mid
20050417,4,4,2.94,1.03,9.8,-9,-12.4,-5.5,0.69,Low
20050418,4,8,2.1,0.7,0,-8.6,-11.8,-5.3,0.95,Mid
20050419,4,8,2.1,1.38,0,-3.4,-6.7,0,1,High
20050420,4,8,2,2.75,0,-7.9,-9.3,-6.5,0.95,Mid
20050421,4,8,1.96,0.74,0,-9.9,-11.7,-8.1,0.93,Mid
20050422,4,0,3.53,0,13.7,-12.7,-16.3,-9,0.67,Low
20050423,4,4,3.23,0,12.7,-7.2,-10.6,-3.7,0.63,Low
20050424,4,7,2.47,1.04,3.9,-5.3,-7.2,-3.4,0.94,Mid
20050425,4,8,1.69,2.63,0,-4.7,-6.4,-2.9,0.99,High
20050426,4,7,2.48,0.68,3.7,-5.7,-8.3,-3.1,0.96,Mid
20050427,4,6,2.78,0.69,9.2,-3.4,-6.1,-0.6,0.89,Mid
20050428,4,6,3.08,0.53,7.5,-4.9,-7.8,-1.9,0.93,Mid
20050429,4,8,1.76,0.64,0,-4,-5.3,-2.6,0.98,High
20050430,4,6,2.47,0.3,6.9,-2.3,-3.9,-0.6,0.87,Mid
20050501,5,5,3.2,0,12.1,0.2,-2.3,2.6,0.71,Low
20050502,5,4,3.13,0,12.6,2.8,-0.5,6,0.79,Low
20050503,5,7,1.85,0.99,2.7,3.1,1.4,4.8,0.92,Mid
20050504,5,7,2.73,1.23,4.7,-1.7,-5,1.6,0.97,High
20050505,5,8,2.28,1.97,0,-4.7,-6,-3.3,1,High
20050506,5,8,2.5,3.23,0,-6.3,-8.1,-4.5,1,High
20050507,5,7,2.29,2.23,1.5,-6.4,-8.9,-3.8,1,High
20050508,5,6,2.78,1.21,6.4,-8,-11.4,-4.5,0.95,Mid
20050509,5,7,2.97,0.6,3.6,-8.9,-11,-6.8,0.95,Mid
20050510,5,8,2.57,0.8,0,-6.9,-10.8,-3,0.97,High
20050511,5,6,3.44,0,10.3,-9,-10.6,-7.3,0.97,High
20050512,5,2,3.85,0,13,-7.1,-10.8,-3.3,0.83,Low
20050513,5,7,2.7,0,7.1,-3.7,-6.5,-0.8,0.82,Low
20050514,5,8,2.12,0.63,0,-2.4,-4.4,-0.4,1,High
20050515,5,7,1.98,1.49,0,-2.6,-4.4,-0.8,0.98,High
20050516,5,8,1.58,0.75,0,-2,-3,-1,0.99,High
20050517,5,7,2.04,0.56,0.9,-2.6,-4.3,-0.8,0.99,High
20050518,5,8,1.85,2.89,0,-4.2,-6.8,-1.6,0.98,High
20050519,5,4,3.79,0.1,11.4,-8.6,-10.4,-6.8,0.86,Low
20050520,5,2,3.85,0,14.5,-3.8,-7.1,-0.5,0.69,Low
20050521,5,4,3.12,0,9.7,1.1,-2.1,4.3,0.85,Low
20050522,5,5,2.01,0.23,4.6,0.7,-0.9,2.2,0.92,Mid
20050523,5,7,1.85,0.76,1.9,-2.2,-4.9,0.5,0.95,Mid
20050524,5,6,2.77,0,5.8,-2.2,-5.2,0.9,0.99,High
20050525,5,0,3.98,0,14.7,-1.3,-3.4,0.9,0.95,Mid
20050526,5,2,3.97,0,15.6,2.8,0.6,5,0.48,Low
20050527,5,0,3.95,0,15.4,5.1,2,8.2,0.61,Low
20050528,5,2,3.88,0.02,13.7,6.1,4.1,8,0.79,Low
20050529,5,5,3.64,0,13.8,6.5,4.1,8.8,0.8,Low
20050530,5,6,3.02,1.31,10.8,6.5,4.3,8.6,0.73,Low
20050531,5,6,3,0,3.1,0.7,-3.3,4.7,0.98,High
20050601,6,5,3.67,0,12.2,-2.9,-5.7,0,0.95,Mid
20050602,6,6,2.99,0,8.6,-0.4,-2.7,1.9,0.92,Mid
20050603,6,5,3.73,0,13.2,3.1,-0.6,6.8,0.8,Low
20050604,6,7,1.36,1.24,1.9,2.1,-0.3,4.4,0.94,Mid
20050605,6,8,2.92,0.09,2.7,-0.9,-2.7,1,1,High
20050606,6,8,2.36,0.77,0,-2,-4,0.1,0.98,High
20050607,6,8,2.33,3.06,0,-5.4,-8,-2.7,0.98,High
20050608,6,8,2.41,0.79,0,-8.2,-10,-6.3,0.98,High
20050609,6,8,2.14,0.57,0,-9.3,-10.7,-7.8,0.98,High
20050610,6,8,2.24,0,0,-7.4,-8.7,-6.1,0.98,High
20050611,6,6,2.92,0.42,0,-4.5,-7.9,-1.1,0.98,High
20050612,6,8,1.95,0,8.4,-1.2,-2.4,0.1,0.98,High
20050613,6,7,2.24,0,3.4,-0.3,-1.9,1.4,0.99,High
20050614,6,6,1.66,0.28,2.6,1.1,0,2.1,0.98,High
20050615,6,7,2.33,0.54,1.7,2.1,0.1,4,0.99,High
20050616,6,8,2.41,0.08,0.8,1,-0.3,2.2,0.99,High
20050617,6,8,1.99,0.13,1.7,1.6,-0.4,3.5,0.98,High
20050618,6,8,1.61,0.1,0,2.9,2,3.7,0.99,High
20050619,6,3,3.45,0,13.1,1.4,-0.6,3.3,0.73,Low
20050620,6,1,3.92,0,11.7,2.6,0.5,4.7,0.7,Low
20050621,6,3,3.24,0,13.6,4,2,6,0.82,Low
20050622,6,6,2.85,0,8.5,5.3,3,7.6,0.88,Mid
20050623,6,3,3.8,0,14.8,6.3,3.8,8.8,0.84,Low
20050624,6,4,2.92,0,9.8,8.1,5.8,10.3,0.84,Low
20050625,6,6,1.98,0.71,6,8.1,5.4,10.8,0.85,Low
20050626,6,7,1.86,0.25,3.2,4.4,3,5.8,1,High
20050627,6,6,2.45,0,8.2,6.5,4.1,8.8,0.92,Mid
20050628,6,6,2.08,0.23,7.5,6.7,4.6,8.8,0.89,Mid
20050629,6,6,1.72,0.89,4.4,7.7,5.2,10.2,0.78,Low
20050630,6,8,2.19,1.03,3.1,4.3,1.6,6.9,1,High
20050701,7,8,1.65,2.07,0,0.2,-2.4,2.7,1,High
20050702,7,8,1.77,0.21,0,-1.2,-2.4,0.1,0.99,High
20050703,7,5,3.11,0,8.7,0.8,-1.5,3.1,0.95,Mid
20050704,7,5,3.69,1.44,10.9,4.8,1.6,7.9,0.87,Mid
20050705,7,8,1.69,1.74,0,0.6,-4.6,5.7,1,High
20050706,7,3,3.87,1.06,13.1,-2.1,-6.5,2.3,0.89,Mid
20050707,7,8,1.69,2.76,0,0.1,-2.1,2.3,1,High
20050708,7,8,1.76,0.06,0,-2.4,-5,0.3,0.99,High
20050709,7,7,2.5,0.55,5.2,-0.7,-3.4,2.1,0.95,Mid
20050710,7,8,1.68,1.68,0,-0.9,-2.6,0.8,0.99,High
20050711,7,8,1.67,1.93,0,-0.3,-1.5,0.9,1,High
20050712,7,8,1.67,0.57,0,0.1,-0.4,0.6,1,High
20050713,7,7,3.01,0,9.8,0.6,-0.7,1.8,0.99,High
20050714,7,5,3.76,0,10.6,1.8,-0.2,3.7,0.88,Mid
20050715,7,3,3.9,0,11.2,5.4,2,8.7,0.76,Low
20050716,7,5,2.07,1.1,5.3,4.9,2.6,7.2,0.94,Mid
20050717,7,3,3,0,9.6,5.1,2.6,7.5,0.81,Low
20050718,7,5,2.45,2.19,8.6,7,4.5,9.4,0.85,Low
20050719,7,7,1.52,0.24,2.6,2.4,0,4.8,0.96,Mid
20050720,7,4,3.67,0.21,13.5,2.9,-1,6.8,0.94,Mid
20050721,7,6,3.38,0,7.7,2,-0.3,4.2,0.98,High
20050722,7,6,2.12,0.13,5.3,2.1,-0.9,5.1,0.97,High
20050723,7,7,2.28,0.48,4.9,1.3,-1.9,4.5,1,High
20050724,7,7,1.76,0.04,1.5,1.5,-1.1,4,0.95,Mid
20050725,7,7,1.75,1.21,4.1,5.3,2.8,7.8,1,High
20050726,7,8,2.12,1.65,5.9,6,3,8.9,1,High
20050727,7,5,2.62,0.02,8.3,7,4.5,9.4,0.94,Mid
20050728,7,2,3,0,14.2,9.7,6.5,12.8,0.86,Low
20050729,7,3,3.43,0,12.5,10.8,8.7,12.9,0.7,Low
20050730,7,5,1.99,0,7.4,8.8,7,10.5,0.95,Mid
20050731,7,7,2,0.38,4,6,3.7,8.2,0.97,High
20050801,8,7,1.55,0,3.3,5.4,1.8,8.9,1,High
20050802,8,8,1.25,0.64,1.1,4.9,2.6,7.2,0.97,High
20050803,8,7,0.91,0.43,0.5,2.9,0.7,5,0.99,High
20050804,8,8,1.11,0.47,4.9,-1.2,-3.2,0.8,1,High
20050805,8,6,2.23,0,3.7,-1.9,-3.8,0.1,0.97,High
20050806,8,7,2.13,0.53,0,0.7,-0.6,2,0.97,High
20050807,8,8,1.89,2.34,0.1,-2.6,-5.2,0.1,0.98,High
20050808,8,6,2.19,0.45,3.7,-4.7,-7.4,-2,0.93,Mid
20050809,8,3,3.48,0,13.6,-2.5,-6.4,1.4,0.93,Mid
20050810,8,6,2.25,0.2,7.7,0.5,-1.7,2.6,0.9,Mid
20050811,8,7,2.27,1.83,7.7,3.6,0.6,6.6,0.98,High
20050812,8,8,2.8,0,6,1.4,-2.3,5.1,1,High
20050813,8,6,1.2,0.78,2.9,2,0.2,3.7,0.9,Mid
20050814,8,8,1.11,2.09,0,-0.3,-2.7,2.2,1,High
20050815,8,8,1.82,1.27,0,-3.1,-4,-2.2,1,High
20050816,8,8,1.55,0.47,0,-2.1,-3.8,-0.4,1,High
20050817,8,7,2.05,0,2.3,0.5,-1.2,2.2,1,High
20050818,8,5,2.63,0,9.2,3.3,1.8,4.8,0.95,Mid
20050819,8,6,2.63,0.1,10.3,3.6,1.3,5.8,0.97,High
20050820,8,8,0.61,2.4,0,2.2,0.7,3.7,1,High
20050821,8,8,0.93,0.81,0,0.9,0.4,1.4,1,High
20050822,8,8,1.09,2.2,0,0.8,-0.2,1.7,1,High
20050823,8,6,1.14,1.66,0,-0.3,-0.9,0.3,1,High
20050824,8,6,1.7,0.02,4.3,-1.4,-2.7,0,1,High
20050825,8,5,2.16,0,7.7,1.1,-1.5,3.7,0.97,High
20050826,8,8,1.03,0.07,0,3.5,2.5,4.4,1,High
20050827,8,7,1.28,0.47,1.2,2.7,1.7,3.6,1,High
20050828,8,8,0.94,0.4,0,1.7,0.7,2.7,1,High
20050829,8,6,2.7,0,12.2,3.5,1.4,5.5,0.89,Mid
20050830,8,3,2.16,0,8.3,5.3,3,7.6,0.84,Low
20050831,8,5,2.3,0,11,5.9,3.2,8.5,0.95,Mid
20050901,9,5,2.69,0,12.7,4.8,3.3,6.2,0.88,Mid
20050902,9,7,0.78,0.5,0.3,4.2,3.1,5.2,0.97,High
20050903,9,7,1.18,1.35,1.5,4.2,1.8,6.5,0.91,Mid
20050904,9,7,1.29,0.56,2.1,1.8,0,3.5,0.97,High
20050905,9,1,2.74,0,12.3,2.7,-0.1,5.5,0.58,Low
20050906,9,4,2.69,0,12.1,2.9,1.1,4.6,0.71,Low
20050907,9,2,2.62,0,11.5,2.7,0.5,4.8,0.67,Low
20050908,9,5,1.89,0.06,6.7,3.7,2,5.4,0.89,Mid
20050909,9,8,0.65,0.52,0,2.5,1.5,3.5,0.97,High
20050910,9,6,1.35,0.7,4.7,2.4,0.2,4.6,0.92,Mid
20050911,9,6,0.85,0.06,0,2.3,1.4,3.2,0.97,High
20050912,9,6,1.8,0.7,6.2,0.9,-1.4,3.1,0.87,Mid
20050913,9,6,1.5,0.72,4.4,0.8,-1.4,2.9,0.96,Mid
20050914,9,6,1.77,0,6.2,0.3,-0.7,1.3,0.98,High
20050915,9,5,2.11,0,8.2,1.5,-2.3,5.2,0.86,Low
20050916,9,6,1.63,1.4,5.3,3.4,1.3,5.4,0.85,Low
20050917,9,8,0.65,1.5,0,-1.5,-6.2,3.3,0.96,Mid
20050918,9,8,1.06,0.8,0,-4.8,-7.2,-2.3,0.93,Mid
20050919,9,8,1.49,0.14,0.4,-0.7,-2.4,1.1,0.96,Mid
20050920,9,6,1.56,0.3,0,-2.4,-3.8,-1,0.98,High
20050921,9,8,1.56,0,0,-2.4,-5,0.3,1,High
20050922,9,6,1.65,0,2.5,-1.6,-3.5,0.4,0.92,Mid
20050923,9,6,2.05,0,6.5,-0.8,-2,0.4,0.91,Mid
20050924,9,7,1.41,0.1,3.3,-0.7,-2.1,0.8,0.99,High
20050925,9,4,1.34,0.66,6.3,-1,-2.9,0.9,0.83,Low
20050926,9,5,1.55,0.1,5.9,-0.2,-1.7,1.4,0.89,Mid
20050927,9,8,0.78,0.92,0,-0.5,-1.2,0.3,0.97,High
20050928,9,7,1.36,0.2,2.5,-0.8,-2.6,1.1,0.96,Mid
20050929,9,8,0.72,3.79,0,-1.9,-3.7,0,0.97,High
20050930,9,8,1.3,0.43,0.7,-5.6,-7.8,-3.4,0.9,Mid
20051001,10,6,1.24,1.06,1.5,-4.9,-9.8,0,0.86,Low
20051002,10,8,0.68,1.71,0,-1.2,-2.3,0,0.96,Mid
20051003,10,8,0.84,1.82,0,-1.6,-3.7,0.6,0.94,Mid
20051004,10,8,0.96,1.66,0,-0.9,-1.7,0,0.97,High
20051005,10,8,0.68,1.2,0,-1,-1.9,0,0.97,High
20051006,10,8,1.19,0.05,0,-1.4,-2.2,-0.5,0.96,Mid
20051007,10,8,0.79,0,0,-2.2,-3,-1.3,0.96,Mid
20051008,10,6,1.63,0,7,-2.3,-3.4,-1.2,0.92,Mid
20051009,10,7,1.53,0,3.1,-2.9,-4.5,-1.3,0.97,High
20051010,10,1,1.87,0,10.8,-3.4,-5.4,-1.3,0.57,Low
20051011,10,2,1.8,0,10.8,-5.1,-5.8,-4.4,0.82,Low
20051012,10,0,1.79,0,10.7,-3.4,-5.8,-1,0.44,Low
20051013,10,1,1.71,0,10.6,-4.2,-5.1,-3.2,0.6,Low
20051014,10,1,1.67,0,10.5,-3.3,-5.2,-1.4,0.58,Low
20051015,10,3,1.59,0,10.5,-0.1,-2.6,2.5,0.47,Low
20051016,10,1,1.65,0,10.5,-1.4,-3.5,0.8,0.74,Low
20051017,10,0,1.69,0,10.4,-3.9,-5.2,-2.6,0.4,Low
20051018,10,0,1.71,0,10.4,-3.2,-5.7,-0.6,0.28,Low
20051019,10,4,1.54,0,9.3,0.2,-2.7,3,0.24,Low
20051020,10,7,0.89,0.03,0.9,0.4,-1,1.8,0.91,Mid
20051021,10,7,1.05,0,4.6,-1.7,-2.9,-0.4,0.96,Mid
20051022,10,4,1.43,0,9,-2.4,-4.2,-0.5,0.91,Mid
20051023,10,6,0.99,0.22,4.1,-1.4,-3.4,0.6,0.85,Low
20051024,10,3,1.45,0,9,-2,-4.8,0.8,0.72,Low
20051025,10,5,1.28,0,7.8,2.2,-0.2,4.6,0.34,Low
20051026,10,5,1.36,0,8.8,1.8,0.4,3.2,0.76,Low
20051027,10,1,1.43,0,10.3,3.5,1.9,5,0.61,Low
20051028,10,1,1.4,0,10.2,3.8,2.7,4.9,0.54,Low
20051029,10,0,1.36,0,10.3,4.5,3,5.9,0.41,Low
20051030,10,0,1.38,0,10.1,3.8,2.6,4.9,0.24,Low
20051031,10,0,1.35,0,10.1,3.1,1.4,4.7,0.41,Low
20051101,11,6,0.77,0.46,2.3,0.5,-2.6,3.6,0.5,Low
20051102,11,5,1.04,0,7.1,-2.7,-5.5,0.1,0.55,Low
20051103,11,5,0.67,0,2.5,0.4,-0.9,1.6,0.85,Low
20051104,11,6,1.03,0,4.7,0.9,-0.4,2.1,0.77,Low
20051105,11,7,0.78,0.54,3.7,-2.3,-6.3,1.7,0.81,Low
20051106,11,8,0.64,0.53,0,-4.2,-5.6,-2.7,0.96,Mid
20051107,11,5,0.78,0,3,-4.7,-7.9,-1.4,0.95,Mid
20051108,11,1,1.23,0,9,-4.1,-6.2,-1.9,0.51,Low
20051109,11,0,1.2,0,9.8,-2.9,-4.5,-1.3,0.78,Low
20051110,11,1,1.18,0,9.7,-3.9,-5.2,-2.5,0.64,Low
20051111,11,2,1.12,0,9.5,-2,-5,1.1,0.32,Low
20051112,11,2,1.16,0,9.4,-1.8,-3,-0.6,0.34,Low
20051113,11,3,1.11,0,8.5,-1.1,-2.5,0.4,0.45,Low
20051114,11,1,1.12,0,9.5,-1.2,-2.2,-0.2,0.26,Low
20051115,11,3,1.07,0,9.2,-3.8,-6.2,-1.3,0.81,Low
20051116,11,7,0.46,0.97,0,-5.6,-6.5,-4.7,0.96,Mid
20051117,11,6,0.96,0.5,6.2,-11.5,-16.8,-6.2,0.9,Mid
20051118,11,8,0.98,1.93,0,-15.9,-17.5,-14.3,0.9,Mid
20051119,11,8,0.64,0.42,0,-18.9,-20.6,-17.2,0.87,Mid
20051120,11,6,0.84,1.03,1.3,-18.1,-21,-15.1,0.86,Low
20051121,11,8,0.64,1.84,0,-14.6,-16.1,-13,0.9,Mid
20051122,11,8,0.68,0.36,0,-17.2,-19.3,-15,0.88,Mid
20051123,11,4,0.92,0,7.7,-19,-21,-17,0.87,Mid
20051124,11,7,0.69,0.03,2.7,-15.4,-17.8,-12.9,0.89,Mid
20051125,11,7,0.57,0.87,0,-15.1,-16.6,-13.5,0.9,Mid
20051126,11,8,0.38,1.87,0,-13.4,-15.1,-11.6,0.91,Mid
20051127,11,5,0.56,0.56,0,-13.5,-16,-11,0.92,Mid
20051128,11,5,0.76,0.39,4.1,-17,-17.9,-16,0.9,Mid
20051129,11,6,0.4,0.68,0,-15.5,-18,-12.9,0.91,Mid
20051130,11,5,1.01,0.05,2.4,-12.8,-14.3,-11.3,0.94,Mid
20051201,12,3,0.69,0,3,-13.1,-14.6,-11.6,0.92,Mid
20051202,12,1,0.89,1,8.5,-10.4,-13,-7.7,0.67,Low
20051203,12,8,0.31,1.46,0,-9.5,-11.2,-7.8,0.99,High
20051204,12,4,0.74,0.9,3.6,-11.8,-13.2,-10.3,0.98,High
20051205,12,7,0.52,1.29,0,-10.3,-11.7,-8.8,0.99,High
20051206,12,8,0.4,1.92,0,-12.5,-14.2,-10.8,0.98,High
20051207,12,8,0.7,0.3,0,-14.9,-15.8,-14,0.97,High
20051208,12,3,0.82,0.05,6.7,-15.1,-16.2,-14,0.92,Mid
20051209,12,7,0.46,0.12,0.3,-15.5,-16.9,-14.1,0.95,Mid
20051210,12,1,0.85,0,8.3,-15.6,-17.8,-13.4,0.55,Low
20051211,12,1,0.83,0,8.6,-13,-15.4,-10.5,0.4,Low
20051212,12,5,0.63,0.21,3.2,-7.9,-10.7,-5,0.93,Mid
20051213,12,4,0.74,0,1,-7.3,-9.4,-5.2,0.98,High
20051214,12,3,0.81,0,7.7,-11.7,-14.2,-9.2,0.61,Low
20051215,12,3,0.75,0.66,8.3,-11.2,-14.5,-7.9,0.68,Low
20051216,12,8,0.3,3.48,0,-11.6,-14.8,-8.4,0.98,High
20051217,12,8,0.32,2.59,0,-16.1,-21.9,-10.2,0.91,Mid
20051218,12,8,0.52,0.88,0,-21.8,-22.6,-21,0.9,Mid
20051219,12,5,0.55,0.65,4,-17,-21.3,-12.6,0.94,Mid
20051220,12,5,0.66,0.28,4.2,-14.5,-16.4,-12.6,0.95,Mid
20051221,12,3,0.8,0,5.4,-15.2,-16.7,-13.7,0.69,Low
20051222,12,5,0.45,0.89,0,-11.8,-13.7,-9.8,0.87,Mid
20051223,12,8,0.52,0.68,0,-12.5,-13.8,-11.1,0.96,Mid
20051224,12,3,0.79,0,6,-9.8,-12.2,-7.4,0.77,Low
20051225,12,4,0.74,0,5.4,-10.8,-13.6,-7.9,0.59,Low
20051226,12,5,0.7,0.05,4.6,-15.7,-17.8,-13.6,0.86,Low
20051227,12,7,0.48,0.31,0,-17.4,-18.5,-16.3,0.97,High
20051228,12,5,0.48,0.74,0,-19,-22,-16,0.99,High
20051229,12,5,0.56,0.16,0,-21.7,-24,-19.4,0.97,High
